Quick Start Guide to VHDL	Brock J. LaMeres	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-030-04516-6
Java in Two Semesters	Quentin Charatan, Aaron Kans	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-319-99420-8
Managing Media and Digital Organizations	Eli M. Noam	Literature, Cultural and Media Studies	https://link.springer.com/openurl?genre=book&isbn=978-3-319-71288-8
Media and Digital Management	Eli M. Noam	Literature, Cultural and Media Studies	https://link.springer.com/openurl?genre=book&isbn=978-3-319-72000-5
An Anthology of London in Literature, 1558-1914	Geoffrey G. Hiller, Peter L. Groves, Alan F. Dilnot	Literature, Cultural and Media Studies	https://link.springer.com/openurl?genre=book&isbn=978-3-030-05609-4
Astronautics	Ulrich Walter	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-319-74373-8
Perceptual Organization	Stephen Handel	Behavioral Science and Psychology	https://link.springer.com/openurl?genre=book&isbn=978-3-319-96337-2
Research Methods for Social Justice and Equity in Education	Kamden K. Strunk, Leslie Ann Locke	Education	https://link.springer.com/openurl?genre=book&isbn=978-3-030-05900-2
Educational Technology	Ronghuai Huang, J. Michael Spector, Junfeng Yang	Education	https://link.springer.com/openurl?genre=book&isbn=978-981-13-6643-7
Quick Start Guide to Verilog	Brock J. LaMeres	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-030-10552-5
Spine Surgery	Bernhard Meyer, Michael Rauschmann	Medicine	https://link.springer.com/openurl?genre=book&isbn=978-3-319-98875-7
Introduction to Logic Circuits & Logic Design with VHDL 	Brock J. LaMeres	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-030-12489-2
Social Justice Theory and Practice for Social Work	Lynelle Watts, David Hodgson	Social Sciences	https://link.springer.com/openurl?genre=book&isbn=978-981-13-3621-8
School Leadership and Educational Change in Singapore	Benjamin Wong, Salleh Hairon, Pak Tee Ng	Education	https://link.springer.com/openurl?genre=book&isbn=978-3-319-74746-0
Digital Business Models	Bernd W. Wirtz	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-030-13005-3
Introduction to Logic Circuits & Logic Design with Verilog	Brock J. LaMeres	Engineering	https://link.springer.com/openurl?genre=book&isbn=978-3-030-13605-5
Pharmaceutical Biotechnology	Daan J. A. Crommelin, Robert D. Sindelar, Bernd Meibohm	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-030-00710-2
Mapping Global Theatre Histories	Mark Pizzato	Literature, Cultural and Media Studies	https://link.springer.com/openurl?genre=book&isbn=978-3-030-12727-5
Social Marketing in Action	Debra Z. Basil, Gonzalo Diaz-Meneses, Michael D. Basil	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-030-13020-6
Analyzing Qualitative Data with MAXQDA	Udo Kuckartz, Stefan Rädiker	Social Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-030-15671-8
Handbook of Evolutionary Research in Archaeology	Anna Marie Prentiss	Social Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-030-11117-5
Evidence-Based Practice in Clinical Social Work	James W. Drisko, Melissa D. Grady	Behavioral Science and Psychology	https://link.springer.com/openurl?genre=book&isbn=978-3-030-15224-6
Foundations of Behavioral Health	Bruce Lubotsky Levin, Ardis Hanson	Behavioral Science and Psychology	https://link.springer.com/openurl?genre=book&isbn=978-3-030-18435-3
Social Psychology in Action	Kai Sassenberg, Michael L.W. Vliek	Behavioral Science and Psychology	https://link.springer.com/openurl?genre=book&isbn=978-3-030-13788-5
Essentials of Business Analytics	Bhimasankaram Pochiraju, Sridhar Seshadri	Business and Management	https://link.springer.com/openurl?genre=book&isbn=978-3-319-68837-4
A Course in Rasch Measurement Theory	David Andrich, Ida Marais	Education	https://link.springer.com/openurl?genre=book&isbn=978-981-13-7496-8
Multimedia Big Data Computing for IoT Applications	Sudeep Tanwar, Sudhanshu Tyagi, Neeraj Kumar	Intelligent Technologies and Robotics	https://link.springer.com/openurl?genre=book&isbn=978-981-13-8759-3
Policing and Minority Communities	James F. Albrecht, Garth den Heyer, Perry Stanislas	Law and Criminology	https://link.springer.com/openurl?genre=book&isbn=978-3-030-19182-5
A Beginners Guide to Python 3 Programming	John Hunt	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-030-20290-3
Advanced Guide to Python 3 Programming	John Hunt	Computer Science	https://link.springer.com/openurl?genre=book&isbn=978-3-030-25943-3
Food Fraud Prevention	John W. Spink	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-1-4939-9621-6
Plant Ecology	Ernst-Detlef Schulze, Erwin Beck, Nina Buchmann, Stephan Clemens, Klaus Müller-Hohenstein, Michael Scherer-Lorenzen	Biomedical and Life Sciences	https://link.springer.com/openurl?genre=book&isbn=978-3-662-56233-8
